0.21387,0.025862,0.034483,0.93966,0.017241,0.1,0.051724,0
0.22151,0.025862,0.034483,0.93966,0.017241,0.1,0.051724,0
0.2367,0.043103,0.034483,0.31034,0.64655,0.2,0.30517,0
0.25081,0.060345,0.025862,0.31034,0.65517,0.2,0.31897,0
0.26556,0.094828,0.017241,0.31034,0.66379,0.2,0.38401,0
0.27502,0.10345,0.017241,0.31034,0.66379,0.2,0.35776,0
0.29196,0.11207,0.017241,0.31034,0.66379,0.2,0.33621,0
0.32196,0.14655,0.017241,0.31034,0.66379,0.3,0.33976,0
0.37022,0.16379,0.017241,0.31034,0.66379,0.3,0.34211,0
0.43918,0.56897,0.017241,0.31034,0.66379,0.4,0.35123,0
0.50572,0.58621,0.017241,0.31034,0.66379,0.4,0.3518,0
0.56708,0.68966,0.017241,0.2931,0.68103,0.1,0.36638,0
0.60611,0.68103,0.017241,0.30172,0.67241,0.1,0.36207,0
0.6249,0.67241,0.017241,0.31034,0.66379,0.1,0.35776,0
0.62231,0.67241,0.017241,0.31034,0.66379,0.1,0.35776,0
0.60527,0.67241,0.017241,0.31034,0.66379,0.1,0.35776,0
0.5824,0.67241,0.017241,0.31034,0.66379,0.1,0.35776,0
0.54762,0.67241,0.017241,0.31034,0.66379,0.1,0.35776,0
0.49869,0.65517,0.017241,0.31034,0.66379,0.2,0.35118,0
0.44353,0.65517,0.017241,0.31034,0.66379,0.2,0.35118,0
0.38379,0.2069,0.017241,0.31034,0.66379,0.3,0.37392,0
0.33425,0.19828,0.017241,0.31034,0.66379,0.3,0.36282,0
0.2964,0.15517,0.017241,0.31034,0.66379,0.3,0.37548,0
0.27792,0.15517,0.017241,0.31034,0.66379,0.3,0.37548,0
0.27293,0.13793,0.017241,0.31034,0.66379,0.3,0.37446,0
0.27559,0.13793,0.017241,0.31034,0.66379,0.3,0.37446,0
0.2799,0.13793,0.017241,0.31034,0.66379,0.3,0.37446,0
0.28138,0.13793,0.017241,0.31034,0.66379,0.3,0.37446,0
0.28219,0.13793,0.017241,0.31034,0.66379,0.3,0.37446,0
0.28216,0.12069,0.017241,0.31034,0.66379,0.3,0.37931,0
0.27825,0.10345,0.017241,0.31897,0.65517,0.3,0.33118,0
0.27078,0.10345,0.017241,0.32759,0.64655,0.3,0.27658,0
0.26276,0.086207,0.017241,0.62931,0.34483,0.2,0.19828,0
0.25441,0.086207,0.017241,0.62931,0.34483,0.2,0.19828,0
0.24825,0.086207,0.017241,0.62931,0.34483,0.2,0.19828,0
0.2431,0.086207,0.017241,0.62931,0.34483,0.2,0.19828,0
0.23909,0.086207,0.017241,0.62931,0.34483,0.2,0.19828,0
0.23724,0.086207,0.017241,0.62931,0.34483,0.2,0.19828,0
0.23633,0.086207,0.017241,0.62931,0.34483,0.2,0.19828,1
0.23858,0.094828,0.017241,0.62069,0.35345,0.2,0.21473,0
0.2439,0.12069,0,0.61207,0.37931,0.1,0.19828,0
0.24771,0.12069,0,0.61207,0.37931,0.1,0.19828,0
0.25418,0.12069,0,0.61207,0.37931,0.1,0.19828,0
0.27101,0.14655,0,0.60345,0.38793,0.1,0.20994,1
0.29179,0.17241,0,0.59483,0.39655,0.1,0.21853,0
0.30994,0.19828,0.0086207,0.59483,0.38793,0.2,0.23276,0
0.32371,0.2069,0.017241,0.59483,0.37931,0.2,0.23815,0
0.33291,0.24138,0.017241,0.59483,0.37931,0.2,0.22599,0
0.32961,0.25,0.017241,0.59483,0.37931,0.2,0.22265,1
0.31533,0.23276,0.017241,0.61207,0.36207,0.2,0.20434,0
0.29873,0.22414,0.017241,0.61207,0.36207,0.2,0.20126,0
0.28098,0.12069,0.017241,0.86207,0.11207,0.1,0.081897,1
0.26657,0.11207,0.025862,0.86207,0.10345,0.1,0.086207,0
0.25421,0.077586,0.043103,0.87931,0.068966,0.1,0.086207,1
0.25421,0.077586,0.043103,0.87931,0.068966,0.1,0.086207,1
0.23451,0.043103,0.65517,0.30172,0.034483,0.1,0.68103,0
0.23451,0.043103,0.65517,0.30172,0.034483,0.1,0.68103,0
0.23603,0.043103,0.65517,0.30172,0.034483,0.1,0.68103,0
0.24407,0.094828,0.30172,0.31034,0.37931,0.2,0.51332,0
0.25966,0.10345,0.2931,0.31034,0.38793,0.2,0.49569,0
0.28236,0.13793,0.28448,0.31034,0.39655,0.2,0.45797,0
0.31159,0.14655,0.28448,0.31034,0.39655,0.2,0.45335,0
0.34614,0.25862,0.28448,0.31034,0.39655,0.3,0.47787,0
